States/UTs,Season,Crop,Year,"Area
Odisha,,Total Rabi Pulses,2012-2013,328.93,161.48,491
Puducherry,,Total Rabi Pulses,2012-2013,1.58,0.78,494
Punjab,,Total Rabi Pulses,2012-2013,54.00,44.70,828
Rajasthan,,Total Rabi Pulses,2012-2013,1289.95,1320.08,1023
Tamil Nadu,,Total Rabi Pulses,2012-2013,328.12,119.63,365
Tripura,,Total Rabi Pulses,2012-2013,3.80,2.85,748
Uttar Pradesh,,Total Rabi Pulses,2012-2013,1492.00,1640.00,1099
Uttarakhand,,Total Rabi Pulses,2012-2013,17.25,14.39,834
West Bengal,,Total Rabi Pulses,2012-2013,146.97,153.85,1047
India,,Total Rabi Pulses,2012-2013,13302.92,12426.81,934
Andaman & Nicobar Islands,,Total Rabi Pulses,2013-2014,0.58,0.28,483
Andhra Pradesh,,Total Rabi Pulses,2013-2014,876.59,876.56,1000
Arunachal Pradesh,,Total Rabi Pulses,2013-2014,5.18,6.35,1226
Assam,,Total Rabi Pulses,2013-2014,143.93,98.67,686
Bihar,,Total Rabi Pulses,2013-2014,443.16,454.61,1026
Chhattisgarh,,Total Rabi Pulses,2013-2014,640.10,404.98,633
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2013-2014,2.80,2.80,1000
Delhi,,Total Rabi Pulses,2013-2014,0.04,0.06,1500
Goa,,Total Rabi Pulses,2013-2014,7.93,8.79,1108
Gujarat,,Total Rabi Pulses,2013-2014,337.00,374.00,1110
Haryana,,Total Rabi Pulses,2013-2014,134.40,109.90,818
Himachal Pradesh,,Total Rabi Pulses,2013-2014,12.93,41.83,3235
Jammu & Kashmir,,Total Rabi Pulses,2013-2014,2.66,2.36,887
Jharkhand,,Total Rabi Pulses,2013-2014,234.98,259.90,1106
Karnataka,,Total Rabi Pulses,2013-2014,1080.00,792.00,733
Kerala,,Total Rabi Pulses,2013-2014,1.58,1.94,1225
Madhya Pradesh,,Total Rabi Pulses,2013-2014,4240.80,4045.72,954
Maharashtra,,Total Rabi Pulses,2013-2014,1942.00,1677.00,864
Manipur,,Total Rabi Pulses,2013-2014,25.50,23.45,920
Meghalaya,,Total Rabi Pulses,2013-2014,1.80,1.78,989
Mizoram,,Total Rabi Pulses,2013-2014,1.42,2.22,1563
Nagaland,,Total Rabi Pulses,2013-2014,20.63,22.66,1098
Odisha,,Total Rabi Pulses,2013-2014,322.79,174.47,541
Puducherry,,Total Rabi Pulses,2013-2014,1.20,0.51,425
Punjab,,Total Rabi Pulses,2013-2014,35.70,32.20,902
Rajasthan,,Total Rabi Pulses,2013-2014,1977.17,1697.86,859
Tamil Nadu,,Total Rabi Pulses,2013-2014,564.66,448.27,794
Telangana,,Total Rabi Pulses,2013-2014,153.41,300.44,1958
Tripura,,Total Rabi Pulses,2013-2014,4.58,3.57,779
Uttar Pradesh,,Total Rabi Pulses,2013-2014,1469.00,1192.45,812
Uttarakhand,,Total Rabi Pulses,2013-2014,17.45,15.88,910
West Bengal,,Total Rabi Pulses,2013-2014,182.70,186.41,1020
India,,Total Rabi Pulses,2013-2014,14884.67,13259.92,891
Andaman & Nicobar Islands,,Total Rabi Pulses,2014-2015,1.56,0.84,538
Andhra Pradesh,,Total Rabi Pulses,2014-2015,843.08,833.00,988
Arunachal Pradesh,,Total Rabi Pulses,2014-2015,6.37,8.48,1331
Assam,,Total Rabi Pulses,2014-2015,142.21,105.23,740
Bihar,,Total Rabi Pulses,2014-2015,517.33,431.62,834
Chhattisgarh,,Total Rabi Pulses,2014-2015,693.44,655.31,945
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2014-2015,2.81,2.81,1000
Goa,,Total Rabi Pulses,2014-2015,8.33,7.87,945
Gujarat,,Total Rabi Pulses,2014-2015,217.04,232.45,1071
Haryana,,Total Rabi Pulses,2014-2015,68.40,45.40,664
Himachal Pradesh,,Total Rabi Pulses,2014-2015,12.50,28.04,2243
Jammu & Kashmir,,Total Rabi Pulses,2014-2015,3.07,2.44,795
Jharkhand,,Total Rabi Pulses,2014-2015,249.05,276.99,1112
Karnataka,,Total Rabi Pulses,2014-2015,1093.00,750.00,686
Kerala,,Total Rabi Pulses,2014-2015,0.86,0.79,919
Madhya Pradesh,,Total Rabi Pulses,2014-2015,3948.22,3809.26,965
Maharashtra,,Total Rabi Pulses,2014-2015,1530.00,1122.00,733
Manipur,,Total Rabi Pulses,2014-2015,25.34,23.38,923
Meghalaya,,Total Rabi Pulses,2014-2015,6.90,9.84,1426
Mizoram,,Total Rabi Pulses,2014-2015,1.76,2.45,1392
Nagaland,,Total Rabi Pulses,2014-2015,20.01,22.45,1122
Odisha,,Total Rabi Pulses,2014-2015,366.02,190.74,521
Puducherry,,Total Rabi Pulses,2014-2015,0.26,0.19,731
Punjab,,Total Rabi Pulses,2014-2015,40.70,34.90,857
Rajasthan,,Total Rabi Pulses,2014-2015,1323.54,988.82,747
Tamil Nadu,,Total Rabi Pulses,2014-2015,617.50,545.26,883
Telangana,,Total Rabi Pulses,2014-2015,96.04,105.00,1093
Tripura,,Total Rabi Pulses,2014-2015,6.33,4.92,777
Uttar Pradesh,,Total Rabi Pulses,2014-2015,1507.00,974.70,647
Uttarakhand,,Total Rabi Pulses,2014-2015,20.97,16.90,806
West Bengal,,Total Rabi Pulses,2014-2015,185.29,189.64,1023
India,,Total Rabi Pulses,2014-2015,13554.93,11421.72,843
Andaman & Nicobar Islands,,Total Rabi Pulses,2015-2016,1.42,0.92,650
Andhra Pradesh,,Total Rabi Pulses,2015-2016,1083.00,1026.00,947
Arunachal Pradesh,,Total Rabi Pulses,2015-2016,7.10,7.61,1072
Assam,,Total Rabi Pulses,2015-2016,135.76,101.98,751
Bihar,,Total Rabi Pulses,2015-2016,439.51,354.67,807
Chhattisgarh,,Total Rabi Pulses,2015-2016,628.10,434.10,691
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2015-2016,0.02,0.16,10500
Delhi,,Total Rabi Pulses,2015-2016,0.04,0.05,1317
Goa,,Total Rabi Pulses,2015-2016,0.17,0.13,754
Gujarat,,Total Rabi Pulses,2015-2016,166.00,186.00,1120
Haryana,,Total Rabi Pulses,2015-2016,80.00,55.00,688
Himachal Pradesh,,Total Rabi Pulses,2015-2016,13.13,31.19,2375
Jammu & Kashmir,,Total Rabi Pulses,2015-2016,2.29,1.69,738
Jharkhand,,Total Rabi Pulses,2015-2016,251.75,241.97,961
Karnataka,,Total Rabi Pulses,2015-2016,1579.00,737.59,467
Kerala,,Total Rabi Pulses,2015-2016,2.33,2.42,1036
Madhya Pradesh,,Total Rabi Pulses,2015-2016,4156.00,4078.68,981
Maharashtra,,Total Rabi Pulses,2015-2016,1537.00,822.00,535
Manipur,,Total Rabi Pulses,2015-2016,27.90,26.41,947
Meghalaya,,Total Rabi Pulses,2015-2016,6.97,10.22,1466
Mizoram,,Total Rabi Pulses,2015-2016,1.38,2.15,1561
Nagaland,,Total Rabi Pulses,2015-2016,20.20,22.72,1125
Odisha,,Total Rabi Pulses,2015-2016,354.41,162.51,459
Puducherry,,Total Rabi Pulses,2015-2016,2.79,0.46,165
Punjab,,Total Rabi Pulses,2015-2016,34.10,35.50,1041
Rajasthan,,Total Rabi Pulses,2015-2016,1035.94,943.30,911
Tamil Nadu,,Total Rabi Pulses,2015-2016,633.68,375.47,593
Telangana,,Total Rabi Pulses,2015-2016,99.00,76.58,774
Tripura,,Total Rabi Pulses,2015-2016,3.17,2.26,714
Uttar Pradesh,,Total Rabi Pulses,2015-2016,1001.00,755.00,754
Uttarakhand,,Total Rabi Pulses,2015-2016,17.62,14.66,832
West Bengal,,Total Rabi Pulses,2015-2016,276.99,283.83,1025
India,,Total Rabi Pulses,2015-2016,13597.76,10793.24,794
Andaman & Nicobar Islands,,Total Rabi Pulses,2016-2017,1.53,0.47,306
Andhra Pradesh,,Total Rabi Pulses,2016-2017,962.00,728.00,757
Arunachal Pradesh,,Total Rabi Pulses,2016-2017,6.70,7.39,1103
Assam,,Total Rabi Pulses,2016-2017,140.63,102.62,730
Bihar,,Total Rabi Pulses,2016-2017,437.88,399.19,912
Chhattisgarh,,Total Rabi Pulses,2016-2017,675.20,669.50,992
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2016-2017,0.25,0.21,840
Delhi,,Total Rabi Pulses,2016-2017,0.03,0.05,2120
Goa,,Total Rabi Pulses,2016-2017,5.75,5.79,1009
Gujarat,,Total Rabi Pulses,2016-2017,213.00,214.00,1005
Haryana,,Total Rabi Pulses,2016-2017,41.40,48.50,1171
Himachal Pradesh,,Total Rabi Pulses,2016-2017,14.29,50.38,3527
Jammu & Kashmir,,Total Rabi Pulses,2016-2017,2.16,1.48,684
Jharkhand,,Total Rabi Pulses,2016-2017,340.99,376.08,1103
Karnataka,,Total Rabi Pulses,2016-2017,1111.70,602.04,542
Kerala,,Total Rabi Pulses,2016-2017,1.56,1.43,917
Madhya Pradesh,,Total Rabi Pulses,2016-2017,4547.20,4580.68,1007
Maharashtra,,Total Rabi Pulses,2016-2017,2053.40,1789.51,871
Manipur,,Total Rabi Pulses,2016-2017,28.05,26.82,956
Meghalaya,,Total Rabi Pulses,2016-2017,7.02,10.32,1470
Mizoram,,Total Rabi Pulses,2016-2017,1.33,2.09,1569
Nagaland,,Total Rabi Pulses,2016-2017,20.85,23.56,1130
Odisha,,Total Rabi Pulses,2016-2017,348.95,193.91,556
Puducherry,,Total Rabi Pulses,2016-2017,1.17,0.21,175
Punjab,,Total Rabi Pulses,2016-2017,24.60,23.00,935
Rajasthan,,Total Rabi Pulses,2016-2017,1645.18,1539.45,936
Tamil Nadu,,Total Rabi Pulses,2016-2017,560.45,277.82,496
Telangana,,Total Rabi Pulses,2016-2017,132.00,158.00,1197
Tripura,,Total Rabi Pulses,2016-2017,10.25,7.72,753
Uttar Pradesh,,Total Rabi Pulses,2016-2017,1532.00,1482.39,968
Uttarakhand,,Total Rabi Pulses,2016-2017,17.00,15.00,882
West Bengal,,Total Rabi Pulses,2016-2017,197.25,208.69,1058
India,,Total Rabi Pulses,2016-2017,15081.76,13546.29,898
Andaman & Nicobar Islands,,Total Rabi Pulses,2017-2018,0.55,0.18,321
Andhra Pradesh,,Total Rabi Pulses,2017-2018,1041.00,1036.91,996
Arunachal Pradesh,,Total Rabi Pulses,2017-2018,6.81,7.59,1115
Assam,,Total Rabi Pulses,2017-2018,149.10,111.09,745
Bihar,,Total Rabi Pulses,2017-2018,431.77,403.58,935
Chhattisgarh,,Total Rabi Pulses,2017-2018,584.51,463.64,793
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2017-2018,0.01,0.01,1200
Delhi,,Total Rabi Pulses,2017-2018,0.01,0.01,2000
Goa,,Total Rabi Pulses,2017-2018,5.35,4.64,867
Gujarat,,Total Rabi Pulses,2017-2018,351.00,412.46,1175
Haryana,,Total Rabi Pulses,2017-2018,52.00,54.36,1045
Himachal Pradesh,,Total Rabi Pulses,2017-2018,13.23,45.71,3455
Jammu & Kashmir,,Total Rabi Pulses,2017-2018,2.20,1.58,717
Jharkhand,,Total Rabi Pulses,2017-2018,381.92,433.67,1136
Karnataka,,Total Rabi Pulses,2017-2018,1421.70,876.14,616
Kerala,,Total Rabi Pulses,2017-2018,1.79,1.72,965
Madhya Pradesh,,Total Rabi Pulses,2017-2018,4800.00,5829.77,1215
Maharashtra,,Total Rabi Pulses,2017-2018,2104.30,1885.98,896
Manipur,,Total Rabi Pulses,2017-2018,26.67,26.64,999
Meghalaya,,Total Rabi Pulses,2017-2018,7.10,10.39,1463
Mizoram,,Total Rabi Pulses,2017-2018,1.18,1.85,1569
Nagaland,,Total Rabi Pulses,2017-2018,20.89,24.05,1151
Odisha,,Total Rabi Pulses,2017-2018,331.62,181.36,547
Puducherry,,Total Rabi Pulses,2017-2018,0.92,0.72,780
Punjab,,Total Rabi Pulses,2017-2018,22.50,19.89,884
Rajasthan,,Total Rabi Pulses,2017-2018,1620.91,1764.04,1088
Tamil Nadu,,Total Rabi Pulses,2017-2018,602.23,371.36,617
Telangana,,Total Rabi Pulses,2017-2018,116.00,164.15,1415
Tripura,,Total Rabi Pulses,2017-2018,11.80,8.90,755
Uttar Pradesh,,Total Rabi Pulses,2017-2018,1370.00,1567.84,1144
Uttarakhand,,Total Rabi Pulses,2017-2018,16.00,12.74,796
West Bengal,,Total Rabi Pulses,2017-2018,383.38,387.50,1011
India,,Total Rabi Pulses,2017-2018,15879.86,16110.46,1015
Andaman & Nicobar Islands,,Total Rabi Pulses,2018-2019,0.10,0.02,210
Andhra Pradesh,,Total Rabi Pulses,2018-2019,963.00,657.98,683
Arunachal Pradesh,,Total Rabi Pulses,2018-2019,8.01,6.94,867
Assam,,Total Rabi Pulses,2018-2019,144.68,108.88,753
Bihar,,Total Rabi Pulses,2018-2019,432.98,398.56,921
Chhattisgarh,,Total Rabi Pulses,2018-2019,543.42,457.06,841
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2018-2019,1.20,1.24,1030
Goa,,Total Rabi Pulses,2018-2019,6.03,6.18,1024
Gujarat,,Total Rabi Pulses,2018-2019,220.87,281.33,1274
Haryana,,Total Rabi Pulses,2018-2019,49.30,66.58,1351
Himachal Pradesh,,Total Rabi Pulses,2018-2019,12.50,42.21,3378
Jammu & Kashmir,,Total Rabi Pulses,2018-2019,2.22,1.70,767
Jharkhand,,Total Rabi Pulses,2018-2019,311.05,343.60,1105
Karnataka,,Total Rabi Pulses,2018-2019,1269.39,592.66,467
Kerala,,Total Rabi Pulses,2018-2019,2.09,1.74,830
Madhya Pradesh,,Total Rabi Pulses,2018-2019,3853.00,4692.82,1218
Maharashtra,,Total Rabi Pulses,2018-2019,1805.93,1448.62,802
Manipur,,Total Rabi Pulses,2018-2019,30.54,28.95,948
Meghalaya,,Total Rabi Pulses,2018-2019,8.39,11.84,1411
Mizoram,,Total Rabi Pulses,2018-2019,1.67,2.51,1501
Nagaland,,Total Rabi Pulses,2018-2019,21.82,24.85,1139
Odisha,,Total Rabi Pulses,2018-2019,316.80,159.66,504
Puducherry,,Total Rabi Pulses,2018-2019,1.01,0.44,433
Punjab,,Total Rabi Pulses,2018-2019,22.00,21.48,977
Rajasthan,,Total Rabi Pulses,2018-2019,1633.07,1892.35,1159
Tamil Nadu,,Total Rabi Pulses,2018-2019,659.81,386.02,585
Telangana,,Total Rabi Pulses,2018-2019,121.00,183.21,1514
Tripura,,Total Rabi Pulses,2018-2019,11.34,8.58,756
Uttarakhand,,Total Rabi Pulses,2018-2019,17.00,15.50,912
Uttar Pradesh,,Total Rabi Pulses,2018-2019,1468.00,1825.15,1243
West Bengal,,Total Rabi Pulses,2018-2019,388.08,315.85,814
India,,Total Rabi Pulses,2018-2019,14326.29,13984.50,976
Andaman & Nicobar Islands,,Total Rabi Pulses,2019-2020,0.52,0.30,578
Andhra Pradesh,,Total Rabi Pulses,2019-2020,889.00,986.63,1110
Arunachal Pradesh,,Total Rabi Pulses,2019-2020,6.89,8.01,1164
Assam,,Total Rabi Pulses,2019-2020,138.13,101.03,731
Bihar,,Total Rabi Pulses,2019-2020,416.39,286.52,688
Chhattisgarh,,Total Rabi Pulses,2019-2020,590.65,167.84,284
Dadra & Nagar Haveli  ,,Total Rabi Pulses,2019-2020,0.16,0.16,1000
Daman & Diu  ,,Total Rabi Pulses,2019-2020,0.34,0.34,1000
Goa,,Total Rabi Pulses,2019-2020,4.40,3.86,877
Gujarat,,Total Rabi Pulses,2019-2020,497.55,728.49,1464
Haryana,,Total Rabi Pulses,2019-2020,47.17,50.44,1069
Himachal Pradesh,,Total Rabi Pulses,2019-2020,12.53,42.36,3381
Jammu & Kashmir,,Total Rabi Pulses,2019-2020,1.50,1.09,729
Jharkhand,,Total Rabi Pulses,2019-2020,372.24,417.63,1122
Karnataka,,Total Rabi Pulses,2019-2020,975.50,748.40,767
Kerala,,Total Rabi Pulses,2019-2020,1.86,1.59,854
Madhya Pradesh,,Total Rabi Pulses,2019-2020,2700.20,3356.00,1243
Maharashtra,,Total Rabi Pulses,2019-2020,2181.02,2310.99,1060
Manipur,,Total Rabi Pulses,2019-2020,22.93,21.15,922
Meghalaya,,Total Rabi Pulses,2019-2020,7.14,10.48,1468
Mizoram,,Total Rabi Pulses,2019-2020,1.92,2.67,1391
Nagaland,,Total Rabi Pulses,2019-2020,21.92,24.98,1140
Odisha,,Total Rabi Pulses,2019-2020,320.99,146.06,455
Puducherry,,Total Rabi Pulses,2019-2020,0.97,0.31,321
Punjab,,Total Rabi Pulses,2019-2020,6.80,6.24,917
Rajasthan,,Total Rabi Pulses,2019-2020,2500.81,2722.74,1089
Tamil Nadu,,Total Rabi Pulses,2019-2020,633.65,436.36,689
Telangana,,Total Rabi Pulses,2019-2020,146.00,220.45,1510
Tripura,,Total Rabi Pulses,2019-2020,10.37,8.17,788
Uttarakhand,,Total Rabi Pulses,2019-2020,20.00,18.92,946
Uttar Pradesh,,Total Rabi Pulses,2019-2020,1517.00,1941.17,1280
West Bengal,,Total Rabi Pulses,2019-2020,405.32,332.99,822
India,,Total Rabi Pulses,2019-2020,14451.85,15104.37,1045
Andaman & Nicobar Islands,,Total Rabi Pulses,2020-2021,0.64,0.26,407
Andhra Pradesh,,Total Rabi Pulses,2020-2021,962.00,977.00,1016
Arunachal Pradesh,,Total Rabi Pulses,2020-2021,6.89,8.10,1175
Assam,,Total Rabi Pulses,2020-2021,136.27,103.53,760
Bihar,,Total Rabi Pulses,2020-2021,406.91,330.54,812
Chhattisgarh,,Total Rabi Pulses,2020-2021,486.02,376.51,775
Goa,,Total Rabi Pulses,2020-2021,3.84,3.75,976
Gujarat,,Total Rabi Pulses,2020-2021,948.61,1410.53,1487
Haryana,,Total Rabi Pulses,2020-2021,39.56,39.91,1009
Himachal Pradesh,,Total Rabi Pulses,2020-2021,15.30,38.55,2520
Jammu & Kashmir,,Total Rabi Pulses,2020-2021,1.40,1.03,733
Jharkhand,,Total Rabi Pulses,2020-2021,418.33,482.60,1154
Karnataka,,Total Rabi Pulses,2020-2021,888.01,549.13,618
Kerala,,Total Rabi Pulses,2020-2021,1.79,1.58,885
Madhya Pradesh,,Total Rabi Pulses,2020-2021,3306.00,4591.10,1389
Maharashtra,,Total Rabi Pulses,2020-2021,2374.21,2469.80,1040
Manipur,,Total Rabi Pulses,2020-2021,26.28,24.36,927
Meghalaya,,Total Rabi Pulses,2020-2021,7.15,10.49,1467
Mizoram,,Total Rabi Pulses,2020-2021,2.06,2.96,1437
Nagaland,,Total Rabi Pulses,2020-2021,21.98,25.19,1146
Odisha,,Total Rabi Pulses,2020-2021,376.88,157.52,418
Puducherry,,Total Rabi Pulses,2020-2021,1.05,0.40,378
Punjab,,Total Rabi Pulses,2020-2021,25.60,25.26,987
Rajasthan,,Total Rabi Pulses,2020-2021,2150.78,2323.34,1080
Tamil Nadu,,Total Rabi Pulses,2020-2021,605.65,302.28,499
Telangana,,Total Rabi Pulses,2020-2021,182.00,293.41,1612
Tripura,,Total Rabi Pulses,2020-2021,11.13,8.95,804
Uttarakhand,,Total Rabi Pulses,2020-2021,20.00,15.92,796
Uttar Pradesh,,Total Rabi Pulses,2020-2021,1537.00,1880.44,1223
West Bengal,,Total Rabi Pulses,2020-2021,389.64,390.47,1002
India,,Total Rabi Pulses,2020-2021,15352.98,16844.90,1097
Andaman & Nicobar Islands,,Total Rabi Pulses,2021-2022,0.64,0.26,407
Andhra Pradesh,,Total Rabi Pulses,2021-2022,920.00,945.40,1028
Arunachal Pradesh,,Total Rabi Pulses,2021-2022,6.94,8.17,1177
Assam,,Total Rabi Pulses,2021-2022,138.59,105.79,763
Bihar,,Total Rabi Pulses,2021-2022,400.32,348.71,871
Chhattisgarh,,Total Rabi Pulses,2021-2022,519.10,325.92,628
Goa,,Total Rabi Pulses,2021-2022,3.80,3.03,798
Gujarat,,Total Rabi Pulses,2021-2022,1242.45,2267.24,1825
Haryana,,Total Rabi Pulses,2021-2022,43.31,51.43,1188
Himachal Pradesh,,Total Rabi Pulses,2021-2022,11.88,28.64,2410
Jammu & Kashmir,,Total Rabi Pulses,2021-2022,1.56,1.17,750
Jharkhand,,Total Rabi Pulses,2021-2022,409.85,449.80,1097
Karnataka,,Total Rabi Pulses,2021-2022,885.00,591.11,668
Kerala,,Total Rabi Pulses,2021-2022,1.25,1.16,929
Madhya Pradesh,,Total Rabi Pulses,2021-2022,3496.10,4694.35,1343
Maharashtra,,Total Rabi Pulses,2021-2022,2865.07,3166.72,1105
Manipur,,Total Rabi Pulses,2021-2022,28.52,26.73,937
Meghalaya,,Total Rabi Pulses,2021-2022,7.18,10.57,1471
Mizoram,,Total Rabi Pulses,2021-2022,2.07,3.02,1463
Nagaland,,Total Rabi Pulses,2021-2022,11.88,13.80,1162
Odisha,,Total Rabi Pulses,2021-2022,392.32,203.83,520
Puducherry,,Total Rabi Pulses,2021-2022,1.08,0.51,474
Punjab,,Total Rabi Pulses,2021-2022,57.50,71.86,1250
Rajasthan,,Total Rabi Pulses,2021-2022,2333.75,2744.96,1176
Sikkim,,Total Rabi Pulses,2021-2022,2.43,2.42,998
Tamil Nadu,,Total Rabi Pulses,2021-2022,617.65,348.40,564
Telangana,,Total Rabi Pulses,2021-2022,224.00,296.91,1325
Tripura,,Total Rabi Pulses,2021-2022,9.39,7.57,806
Uttarakhand,,Total Rabi Pulses,2021-2022,16.00,13.67,854
Uttar Pradesh,,Total Rabi Pulses,2021-2022,1587.00,1995.37,1257
West Bengal,,Total Rabi Pulses,2021-2022,375.83,338.14,900
India,,Total Rabi Pulses,2021-2022,16612.46,19066.66,1148
